"LST_DATE","LST_TIME","T_MAX","P_CALC"
20120604,1400,27.2,0
20120604,1500,27.2,0
20120604,1600,26.8,0
20120604,1700,26.2,0
20120604,1800,26.2,0
20120604,1900,25.3,0
20120604,2000,21.8,0
20120604,2100,19,0
20120604,2200,20.4,0
20120604,2300,20.4,0
20120605,0,20,0
20120605,100,19.1,0
20120605,200,18.7,0
20120605,300,17,0.3
20120605,400,16.1,0
20120605,500,16.1,0
20120605,600,15.8,0
20120605,700,16.5,0
20120605,800,17.4,0
20120605,900,18.9,0
20120605,1000,20.2,0
20120605,1100,21.6,0
20120605,1200,22,0
20120605,1300,22.4,0
20120605,1400,23.1,0
20120605,1500,23.4,0
20120605,1600,23.5,0
20120605,1700,23.6,0
20120605,1800,22.1,0
20120605,1900,20.5,0
20120605,2000,18.6,0
20120605,2100,17.4,0
20120605,2200,16.6,0
20120605,2300,15.8,0
20120606,0,15.1,0
20120606,100,14.4,0
20120606,200,13.7,0
20120606,300,13.7,0
20120606,400,13.7,0
20120606,500,13.4,0.4
20120606,600,13.3,1
20120606,700,13.1,0.6
20120606,800,13.1,2.9
20120606,900,13.1,2.3
20120606,1000,14.5,0.5
20120606,1100,17.1,0
20120606,1200,19.2,0
20120606,1300,20.5,0
20120606,1400,21.4,0
20120606,1500,20.8,0
20120606,1600,21.1,0
20120606,1700,20.5,0
20120606,1800,19.4,0
20120606,1900,18.9,0
20120606,2000,17.9,0
20120606,2100,17.2,0
20120606,2200,16.8,0
20120606,2300,16.5,0
20120607,0,14.2,0
20120607,100,13.6,0
20120607,200,13,0
20120607,300,12.9,0
20120607,400,13,0
20120607,500,12.3,0
20120607,600,12.5,0
20120607,700,16.3,0
20120607,800,18.9,0
20120607,900,20.8,0
20120607,1000,21.4,0
20120607,1100,22.8,0
20120607,1200,23.7,0
20120607,1300,24.4,0
20120607,1400,24.5,0
20120607,1500,25,0
20120607,1600,25.7,0
20120607,1700,25.3,0
20120607,1800,24.9,0
20120607,1900,24.3,0
20120607,2000,20.3,0
20120607,2100,17.4,0
20120607,2200,16.1,0
20120607,2300,14.9,0
20120608,0,14.4,0
20120608,100,14.4,0
20120608,200,13.8,0
20120608,300,13.1,0
20120608,400,13.1,0
20120608,500,12.2,0
20120608,600,12.4,0
20120608,700,16.9,0
20120608,800,20.1,0
20120608,900,23,0
20120608,1000,24,0
20120608,1100,25.4,0
20120608,1200,25.8,0
20120608,1300,26.4,0
20120608,1400,27.2,0
20120608,1500,27.1,0
20120608,1600,27.5,0
20120608,1700,27.4,0
20120608,1800,27,0
20120608,1900,25.3,0
20120608,2000,21.8,0
20120608,2100,18.9,0
20120608,2200,17.2,0
20120608,2300,16.5,0
20120609,0,15.7,0
20120609,100,15.2,0
20120609,200,14.9,0
20120609,300,14.8,0
20120609,400,14.3,0
20120609,500,13.6,0
20120609,600,14,0
20120609,700,18.1,0
20120609,800,22.9,0
20120609,900,25.2,0
20120609,1000,26.4,0
20120609,1100,27.5,0
20120609,1200,28.4,0
20120609,1300,29.2,0
20120609,1400,29.6,0
20120609,1500,29.6,0
20120609,1600,29.4,0
20120609,1700,29.5,0
20120609,1800,28.3,0
20120609,1900,25.4,0
20120609,2000,23.3,0
20120609,2100,20.9,0
20120609,2200,19.5,0
20120609,2300,18.3,0
20120610,0,20.1,0
20120610,100,20.5,0
20120610,200,20.1,0
20120610,300,18.8,0
20120610,400,17.9,0
20120610,500,16.5,0
20120610,600,16.8,0
20120610,700,20.1,0
20120610,800,23.1,0
20120610,900,24.5,0
20120610,1000,26.5,0
20120610,1100,27.7,0
20120610,1200,29,0
20120610,1300,29.4,0
20120610,1400,28.7,0
20120610,1500,28.6,0
20120610,1600,27.8,0
20120610,1700,26.9,0
20120610,1800,26.5,0
20120610,1900,26.1,0
20120610,2000,24.8,0
20120610,2100,23.5,0
20120610,2200,22.4,0
20120610,2300,21.4,0
20120611,0,20.6,0
20120611,100,20.5,0
20120611,200,21,0
20120611,300,21,0
20120611,400,21.4,0
20120611,500,21.5,0
20120611,600,21.4,0
20120611,700,21.5,0
20120611,800,21.4,0
20120611,900,21.9,0
20120611,1000,23.3,0
20120611,1100,25,0
20120611,1200,26.3,0
20120611,1300,26.5,0
20120611,1400,28.1,0
20120611,1500,28.1,0
20120611,1600,26.3,1.4
20120611,1700,22.8,0.6
20120611,1800,22.9,1.3
20120611,1900,22.4,2.3
20120611,2000,21.1,0.3
20120611,2100,21.3,0
20120611,2200,21.7,0
20120611,2300,21.8,0
20120612,0,21.7,0
20120612,100,21.4,0
20120612,200,21.4,0
20120612,300,21.2,0
20120612,400,21,0
20120612,500,20.8,0
20120612,600,20.6,0
20120612,700,20.6,0
20120612,800,20.7,0
20120612,900,21.1,0
20120612,1000,21.8,0.7
20120612,1100,22.9,0
20120612,1200,23.7,0
20120612,1300,24.2,0
20120612,1400,24.3,0
20120612,1500,26,0
20120612,1600,26.7,0
20120612,1700,27.1,0
20120612,1800,26.7,0
20120612,1900,26.1,0
20120612,2000,24.6,0
20120612,2100,23.4,0
20120612,2200,23,0
20120612,2300,22.7,0
20120613,0,22.8,0.3
20120613,100,19.8,0
20120613,200,19.5,0
20120613,300,19.5,0
20120613,400,19.8,0
20120613,500,20,0
20120613,600,20,0
20120613,700,22,0
20120613,800,23.4,0
20120613,900,24.6,0
20120613,1000,25.6,0
20120613,1100,26.5,0
20120613,1200,27.1,0
20120613,1300,28.4,0
20120613,1400,28.3,0
20120613,1500,27.8,0
20120613,1600,28.2,0
20120613,1700,27.5,0
20120613,1800,27.4,0
20120613,1900,25.8,0
20120613,2000,24.1,0
20120613,2100,21.7,0
20120613,2200,21.2,0
20120613,2300,20,0
20120614,0,18.4,0
20120614,100,17.6,0
20120614,200,16.3,0
20120614,300,16.2,0
20120614,400,13.1,0
20120614,500,13.4,0
20120614,600,16.2,0
20120614,700,17.9,0
20120614,800,19.9,0
20120614,900,21.7,0
20120614,1000,22.9,0
20120614,1100,23.5,0
20120614,1200,24.5,0
20120614,1300,24.9,0
20120614,1400,25,0
20120614,1500,25.4,0
20120614,1600,25.3,0
20120614,1700,24.6,0
20120614,1800,24.1,0
20120614,1900,23.3,0
20120614,2000,22.2,0
20120614,2100,20.7,0
20120614,2200,19.5,0
20120614,2300,18.7,0
20120615,0,17.7,0
20120615,100,16.7,0
20120615,200,16.7,0
20120615,300,16.3,0
20120615,400,15.7,0
20120615,500,15.5,0
20120615,600,15.1,0
20120615,700,17.2,0
20120615,800,19.3,0
20120615,900,20.6,0
20120615,1000,22.2,0
20120615,1100,22.8,0
20120615,1200,23.7,0
20120615,1300,24.8,0
20120615,1400,25.3,0
20120615,1500,25.5,0
20120615,1600,25.8,0
20120615,1700,25.6,0
20120615,1800,25.7,0
20120615,1900,24.7,0
20120615,2000,23,0
20120615,2100,20.3,0
20120615,2200,20.2,0
20120615,2300,19.6,0
20120616,0,18.4,0
20120616,100,16.1,0
20120616,200,14.1,0
20120616,300,13.8,0
20120616,400,12.1,0
20120616,500,13,0
20120616,600,14.1,0
20120616,700,16.5,0
20120616,800,18.6,0
20120616,900,20.5,0
20120616,1000,22,0
20120616,1100,23.6,0
20120616,1200,24.8,0
20120616,1300,25,0
20120616,1400,25.8,0
20120616,1500,25.7,0
20120616,1600,25.9,0
20120616,1700,25.5,0
20120616,1800,24.9,0
20120616,1900,24.1,0
20120616,2000,21.8,0
20120616,2100,18.4,0
20120616,2200,18,0
20120616,2300,16.5,0
20120617,0,16.1,0
20120617,100,15.9,0
20120617,200,13.9,0
20120617,300,12.9,0
20120617,400,12.1,0
20120617,500,11.6,0
20120617,600,12.4,0
20120617,700,15.5,0
20120617,800,18.6,0
20120617,900,20.8,0
20120617,1000,21.8,0
20120617,1100,22.7,0
20120617,1200,23.8,0
20120617,1300,24.5,0
20120617,1400,25.5,0
20120617,1500,25.5,0
20120617,1600,25.6,0
20120617,1700,25.9,0
20120617,1800,25.4,0
20120617,1900,24.7,0
20120617,2000,20.6,0
20120617,2100,18.6,0
20120617,2200,17,0
20120617,2300,15.9,0
20120618,0,15.5,0
20120618,100,15.3,0
20120618,200,17.3,0
20120618,300,16.4,0
20120618,400,16.6,0
20120618,500,17.2,0
20120618,600,17.6,0
20120618,700,18.4,0
20120618,800,19.8,0
20120618,900,21.9,0
20120618,1000,23.8,0
20120618,1100,25.4,0
20120618,1200,27.1,0
20120618,1300,27.4,0
20120618,1400,28.1,0
20120618,1500,28.6,0
20120618,1600,29,0
20120618,1700,29,0
20120618,1800,27.7,0
20120618,1900,26,0
20120618,2000,25.2,0
20120618,2100,24.1,0
20120618,2200,23.6,0
20120618,2300,22.9,0
20120619,0,21.9,0
20120619,100,21.5,0
20120619,200,20.3,0
20120619,300,20.4,0
20120619,400,20.1,0
20120619,500,19.6,0
20120619,600,19.2,0
20120619,700,20.8,0
20120619,800,22.7,0
20120619,900,25.7,0
20120619,1000,27.7,0
20120619,1100,29.1,0
20120619,1200,29.8,0
20120619,1300,30.5,0
20120619,1400,31,0
20120619,1500,31.7,0
20120619,1600,30.8,0
20120619,1700,30.9,0
20120619,1800,28.1,0
20120619,1900,25.8,0
20120619,2000,24.4,0
20120619,2100,22.9,0
20120619,2200,21.8,0
20120619,2300,21.4,0
20120620,0,21,0
20120620,100,20.9,0
20120620,200,20.7,0
20120620,300,20.6,0
20120620,400,19.7,0
20120620,500,19.5,0
20120620,600,19.3,0
20120620,700,23.2,0
20120620,800,25.8,0
20120620,900,27.3,0
20120620,1000,29.6,0
20120620,1100,30.3,0
20120620,1200,32,0
20120620,1300,32.5,0
20120620,1400,32.6,0
20120620,1500,32.7,0
20120620,1600,33.1,0
20120620,1700,32.9,0
20120620,1800,26.5,0
20120620,1900,26,0
20120620,2000,24.8,0
20120620,2100,23.8,0
20120620,2200,22.9,0
20120620,2300,22,0
20120621,0,23.4,0
20120621,100,23.8,0
20120621,200,22.9,0
20120621,300,22.1,0
20120621,400,20.7,0
20120621,500,20.2,0
20120621,600,20.2,0
20120621,700,23.7,0
20120621,800,26.1,0
20120621,900,28.8,0
20120621,1000,30.1,0
20120621,1100,32,0
20120621,1200,32.6,0
20120621,1300,31.9,0
20120621,1400,31.5,0
20120621,1500,33.2,0
20120621,1600,33.1,0
20120621,1700,32.9,0
20120621,1800,29.4,0
20120621,1900,28.9,0
20120621,2000,27.5,0
20120621,2100,25.7,0
20120621,2200,24.9,0
20120621,2300,24.6,0
20120622,0,24.1,0
20120622,100,23.8,0
20120622,200,23.5,0
20120622,300,23.6,0
20120622,400,23.4,0
20120622,500,22,0
20120622,600,21.6,0
20120622,700,24,0
20120622,800,26.2,0
20120622,900,28.2,0
20120622,1000,29.9,0
20120622,1100,31,0
20120622,1200,32.3,0
20120622,1300,33.2,0
20120622,1400,33.5,0
20120622,1500,32.7,0.7
20120622,1600,26.5,31
20120622,1700,22.4,0.4
20120622,1800,22.9,0
20120622,1900,22,0
20120622,2000,21.8,0
20120622,2100,21.7,0
20120622,2200,21.3,0
20120622,2300,21.3,0
20120623,0,20.8,0
20120623,100,21.4,0
20120623,200,21.5,0
20120623,300,20.3,0
20120623,400,20.2,0
20120623,500,19.8,0
20120623,600,20,0
20120623,700,22.2,0
20120623,800,23.4,0
20120623,900,24.3,0
20120623,1000,24,0
20120623,1100,26.3,0
20120623,1200,27.4,0
20120623,1300,28.5,0
20120623,1400,29,0
20120623,1500,29.4,0
20120623,1600,29.5,0
20120623,1700,29.6,0
20120623,1800,29.4,0
20120623,1900,28.8,0
20120623,2000,25.2,0
20120623,2100,23.3,0
20120623,2200,22.1,0
20120623,2300,21.5,0
20120624,0,21.7,0
20120624,100,22.1,0
20120624,200,21.5,0
20120624,300,20.1,0
20120624,400,19.8,0
20120624,500,20,0
20120624,600,20.2,0
20120624,700,21.6,0
20120624,800,23.5,0
20120624,900,26.1,0
20120624,1000,27.7,0
20120624,1100,29.6,0
20120624,1200,29.7,0
20120624,1300,30.8,0
20120624,1400,31.3,0
20120624,1500,31.2,0
20120624,1600,30.8,0
20120624,1700,30.9,0
20120624,1800,30.6,0
20120624,1900,29.6,0
20120624,2000,27.7,0
20120624,2100,26.1,0
20120624,2200,25.1,0
20120624,2300,24.5,0
20120625,0,23.4,0
20120625,100,22.9,0
20120625,200,22.8,0
20120625,300,22.8,0
20120625,400,22.8,0
20120625,500,22.5,0
20120625,600,22.5,0
20120625,700,23.1,0
20120625,800,24.1,0
20120625,900,26.4,0
20120625,1000,28,0
20120625,1100,29.3,0
20120625,1200,29.6,0
20120625,1300,30.8,0
20120625,1400,31.3,0
20120625,1500,31.7,0
20120625,1600,31.9,0
20120625,1700,31.8,0
20120625,1800,31.2,0
20120625,1900,29.9,0
20120625,2000,26.9,0
20120625,2100,26.9,0
20120625,2200,26.9,0
20120625,2300,24.5,0
20120626,0,23.9,0
20120626,100,23.8,0
20120626,200,22.4,0
20120626,300,21.5,0
20120626,400,20.3,0
20120626,500,19.1,0
20120626,600,18,0
20120626,700,18.4,0
20120626,800,19.4,0
20120626,900,20.7,0
20120626,1000,21.7,0
20120626,1100,22.5,0
20120626,1200,23.1,0
20120626,1300,23.8,0
20120626,1400,24.8,0
20120626,1500,24.7,0
20120626,1600,25.2,0
20120626,1700,24.9,0
20120626,1800,24.9,0
20120626,1900,24.3,0
20120626,2000,21.1,0
20120626,2100,18,0
20120626,2200,16.4,0
20120626,2300,15.3,0
20120627,0,14.8,0
20120627,100,13.7,0
20120627,200,13,0
20120627,300,12.3,0
20120627,400,12.7,0
20120627,500,12.7,0
20120627,600,12.8,0
20120627,700,17.6,0
20120627,800,21,0
20120627,900,23.1,0
20120627,1000,24.4,0
20120627,1100,25.4,0
20120627,1200,26.6,0
20120627,1300,27.2,0
20120627,1400,27.6,0
20120627,1500,28.5,0
20120627,1600,28.3,0
20120627,1700,28.9,0
20120627,1800,28.5,0
20120627,1900,27.7,0
20120627,2000,23.3,0
20120627,2100,20.5,0
20120627,2200,18.6,0
20120627,2300,17.2,0
20120628,0,16.4,0
20120628,100,15.7,0
20120628,200,15.2,0
20120628,300,15.1,0
20120628,400,14.9,0
20120628,500,14.3,0
20120628,600,15,0
20120628,700,20.5,0
20120628,800,23.4,0
20120628,900,25.9,0
20120628,1000,28.3,0
20120628,1100,30.2,0
20120628,1200,31.5,0
20120628,1300,32.7,0
20120628,1400,33.1,0
20120628,1500,33.4,0
20120628,1600,33.7,0
20120628,1700,33.3,0
20120628,1800,32.9,0
20120628,1900,32.2,0
20120628,2000,30.2,0
20120628,2100,25.2,0
20120628,2200,24.2,0
20120628,2300,23.2,0
20120629,0,23.8,0
20120629,100,22.6,0
20120629,200,21.3,0
20120629,300,21.3,0
20120629,400,19.9,0
20120629,500,20.3,0
20120629,600,21.3,0
20120629,700,23.6,0
20120629,800,27,0
20120629,900,30.8,0
20120629,1000,34,0
20120629,1100,35.6,0
20120629,1200,36.2,0
20120629,1300,37.1,0
20120629,1400,37.4,0
20120629,1500,37.8,0
20120629,1600,37.6,0
20120629,1700,37.6,0
20120629,1800,37.3,0
20120629,1900,35.7,0
20120629,2000,32,0
20120629,2100,29.4,0
20120629,2200,29.2,0
20120629,2300,30.6,0
20120630,0,26.7,0
20120630,100,24.8,0
20120630,200,21.7,0
20120630,300,22.1,0
20120630,400,21.6,0
20120630,500,20.1,0
20120630,600,19.4,0
20120630,700,23.3,0
20120630,800,27.3,0
20120630,900,29.6,0
20120630,1000,31.6,0
20120630,1100,33.3,0
20120630,1200,35,0
20120630,1300,36.2,0
20120630,1400,37.2,0
20120630,1500,37.8,0
20120630,1600,37.6,0
20120630,1700,37.4,0
20120630,1800,36.8,0
20120630,1900,34.9,0
20120630,2000,30.3,0
20120630,2100,27.9,0
20120630,2200,27.4,0
20120630,2300,31,0.7
20120701,0,24.7,1.2
20120701,100,21.2,0
20120701,200,21.6,0
20120701,300,21.3,0
20120701,400,20.5,0
20120701,500,21,0
20120701,600,21.8,0
20120701,700,23.9,0
20120701,800,26.5,0
20120701,900,28.6,0
20120701,1000,30.9,0
20120701,1100,33.5,0
20120701,1200,35.6,0
20120701,1300,36.7,0
20120701,1400,36.9,0
20120701,1500,34.3,0
20120701,1600,35.5,0
20120701,1700,35.4,0
20120701,1800,34.1,0
20120701,1900,33.1,0
20120701,2000,28.9,0
20120701,2100,28.4,0
20120701,2200,26.7,0
20120701,2300,26.4,0
20120702,0,26.2,0
20120702,100,26.3,0
20120702,200,26.5,0
20120702,300,26.4,0
20120702,400,23.7,0
20120702,500,22.6,0
20120702,600,21.9,0
20120702,700,22.2,0
20120702,800,22.7,0
20120702,900,24.2,0
20120702,1000,26.6,0
20120702,1100,26.9,0
20120702,1200,29.4,0
20120702,1300,31,0
20120702,1400,32.2,0
20120702,1500,32.3,0
20120702,1600,32.4,0
20120702,1700,32.5,0
20120702,1800,32.2,0
20120702,1900,29.5,0
20120702,2000,27,0
20120702,2100,25.5,0
20120702,2200,24.3,0
20120702,2300,23.4,0
20120703,0,23.5,0
20120703,100,23,0
20120703,200,22.3,0
20120703,300,21.5,0
20120703,400,21,0
20120703,500,22,0
20120703,600,22.6,0
20120703,700,25,0
20120703,800,27.9,0
20120703,900,29.7,0
20120703,1000,31.5,0
20120703,1100,32.7,0
20120703,1200,34.1,0
20120703,1300,34.5,0
20120703,1400,35.4,0
20120703,1500,35.6,0
20120703,1600,36,0
20120703,1700,35,0
20120703,1800,33.9,0
20120703,1900,31.6,0
20120703,2000,29.6,0
20120703,2100,28.3,0
20120703,2200,25.5,0
20120703,2300,24.1,0
20120704,0,23.4,0
20120704,100,22.7,0
20120704,200,23.1,0
20120704,300,23.8,0
20120704,400,22.7,0
20120704,500,21.6,0
20120704,600,21.4,0
20120704,700,23.4,0
20120704,800,25.6,0
20120704,900,29.4,0
20120704,1000,31.6,0
20120704,1100,33.1,0
20120704,1200,34.1,0
20120704,1300,34.8,0
20120704,1400,35.7,0
20120704,1500,35.9,0
20120704,1600,35.4,0
20120704,1700,34.8,0
20120704,1800,30.5,0
20120704,1900,29,0
20120704,2000,28.3,0
20120704,2100,26.1,0
20120704,2200,25.5,0
20120704,2300,24.9,0
20120705,0,24.9,0
20120705,100,24,0
20120705,200,24.4,0
20120705,300,22.3,0
20120705,400,22.4,0
20120705,500,22.1,0
20120705,600,21.8,0
20120705,700,24.6,0
20120705,800,27.3,0
20120705,900,29.8,0
20120705,1000,32.5,0
20120705,1100,33.9,0
20120705,1200,35.6,0
20120705,1300,36.4,0
20120705,1400,37.1,0
20120705,1500,30.5,0
20120705,1600,30.2,0
20120705,1700,32.5,0
20120705,1800,32.4,0
20120705,1900,31.3,0
20120705,2000,29.1,0
20120705,2100,27.1,0
20120705,2200,25.9,0
20120705,2300,24.8,0
20120706,0,24.5,0
20120706,100,23.4,0
20120706,200,23.8,0
20120706,300,23,0
20120706,400,22.5,0
20120706,500,22.2,0
20120706,600,21.9,0
20120706,700,24.1,0
20120706,800,27.6,0
20120706,900,29.3,0
20120706,1000,31.2,0
20120706,1100,32.1,0
20120706,1200,33.3,0
20120706,1300,34.6,0
20120706,1400,35.4,0
20120706,1500,35.8,0
20120706,1600,36.1,0
20120706,1700,31.1,0.6
20120706,1800,25.1,1.4
20120706,1900,25.2,1.4
20120706,2000,22.3,0
20120706,2100,21.8,0
20120706,2200,21.6,0
20120706,2300,21.4,0
20120707,0,21.1,0
20120707,100,21.3,0
20120707,200,21.2,0
20120707,300,21,0
20120707,400,20.9,0
20120707,500,20.8,0
20120707,600,21.4,0
20120707,700,24,0
20120707,800,27.5,0
20120707,900,29.9,0
20120707,1000,32.5,0
20120707,1100,34.2,0
20120707,1200,35.2,0
20120707,1300,36.1,0
20120707,1400,36.4,0
20120707,1500,36.7,0
20120707,1600,36.2,0
20120707,1700,36,0
20120707,1800,35.5,0
20120707,1900,34.2,0
20120707,2000,29.8,0
20120707,2100,28.2,0
20120707,2200,29,0
20120707,2300,27.7,0
20120708,0,27.1,0
20120708,100,26,0
20120708,200,25.3,0
20120708,300,25.4,0
20120708,400,24.8,0
20120708,500,24.3,0
20120708,600,24,0
20120708,700,26,0
20120708,800,29.2,0
20120708,900,30.5,0
20120708,1000,32.4,0
20120708,1100,34.7,0
20120708,1200,35.9,0
20120708,1300,37,0
20120708,1400,37.7,0
20120708,1500,38,0
20120708,1600,37.9,0
20120708,1700,36.8,0
20120708,1800,33,0
20120708,1900,32.5,0
20120708,2000,31.9,0
20120708,2100,30.7,0
20120708,2200,29.1,0
20120708,2300,28.7,0
20120709,0,29.2,0
20120709,100,28.5,0
20120709,200,26.3,0
20120709,300,24.9,0
20120709,400,24.9,0
20120709,500,23.6,0
20120709,600,22.6,0
20120709,700,25.7,0
20120709,800,28.6,0
20120709,900,30.1,0
20120709,1000,30.9,0
20120709,1100,32.1,0
20120709,1200,33.2,0
20120709,1300,33.7,0
20120709,1400,34.5,0
20120709,1500,35,0
20120709,1600,32.9,0
20120709,1700,27.5,0
20120709,1800,28.3,0
20120709,1900,27.8,0
20120709,2000,24.8,0.7
20120709,2100,23,0.9
20120709,2200,22.7,1
20120709,2300,22.7,3.8
20120710,0,22.4,0.4
20120710,100,22.3,0
20120710,200,22.2,0
20120710,300,22.3,0
20120710,400,22.1,0
20120710,500,21.9,0
20120710,600,22.1,0
20120710,700,22.7,0
20120710,800,24,0
20120710,900,25.7,0
20120710,1000,25.3,0
20120710,1100,25.8,0
20120710,1200,27.1,0
20120710,1300,26.6,0
20120710,1400,25.6,0.3
20120710,1500,27.1,0
20120710,1600,28.1,0
20120710,1700,28.3,0
20120710,1800,26.9,0
20120710,1900,25.1,0
20120710,2000,24.4,0
20120710,2100,24.3,0
20120710,2200,24.2,0
20120710,2300,23.4,2.5
20120711,0,22.3,3.8
20120711,100,22.1,3.5
20120711,200,21.5,4.3
20120711,300,20.8,1.5
20120711,400,20.8,0.7
20120711,500,20.7,0.6
20120711,600,20.6,0.5
20120711,700,21.1,0
20120711,800,21.6,0.5
20120711,900,22.9,0
20120711,1000,24.2,0
20120711,1100,25,0
20120711,1200,25.2,0
20120711,1300,23.3,6.3
20120711,1400,22.1,0.7
20120711,1500,22.8,0.4
20120711,1600,22.9,0.2
20120711,1700,19.2,0
20120711,1800,19.4,0
20120711,1900,19.7,0
20120711,2000,19.5,0
20120711,2100,19.2,0
20120711,2200,19.2,0
20120711,2300,19,0
20120712,0,19.1,0
20120712,100,19,0
20120712,200,19.2,0
20120712,300,19.1,0
20120712,400,19.1,0
20120712,500,19.3,0
20120712,600,19.6,0
20120712,700,20.5,0
20120712,800,22.2,0
20120712,900,23.5,0
20120712,1000,24.5,0
20120712,1100,25.9,0
20120712,1200,25.9,0
20120712,1300,25.7,0
20120712,1400,25.9,0
20120712,1500,26.4,0
20120712,1600,27,0
20120712,1700,26.3,0
20120712,1800,26.3,0
20120712,1900,25.7,0
20120712,2000,24.7,0
20120712,2100,22.9,0
20120712,2200,22.5,0
20120712,2300,22.9,0
20120713,0,22.5,0
20120713,100,21.9,0
20120713,200,21.4,0
20120713,300,21,0
20120713,400,20.7,0
20120713,500,21.1,0
20120713,600,21.5,0
20120713,700,22.2,0
20120713,800,23.1,0
20120713,900,25.1,0
20120713,1000,26,0
20120713,1100,26.6,0
20120713,1200,28.8,0
20120713,1300,28.8,0
20120713,1400,29.1,0
20120713,1500,29.7,0
20120713,1600,29.8,0
20120713,1700,29.6,0
20120713,1800,28,0
20120713,1900,25.7,0
20120713,2000,25.2,0
20120713,2100,24.1,0
20120713,2200,23.2,0
20120713,2300,22.6,0
20120714,0,22.4,0
20120714,100,22.2,0
20120714,200,22.3,0
20120714,300,22.5,0
20120714,400,22.6,0
20120714,500,22.6,0
20120714,600,22.7,0
20120714,700,22.9,0
20120714,800,23.3,0
20120714,900,24.9,0
20120714,1000,26.5,0
20120714,1100,28.1,0
20120714,1200,28.7,0
20120714,1300,29.5,0
20120714,1400,30.4,0
20120714,1500,30.7,0
20120714,1600,30.4,0
20120714,1700,29.9,0
20120714,1800,30.5,0
20120714,1900,30,0
20120714,2000,28.2,0
20120714,2100,26.6,0
20120714,2200,24.8,0
20120714,2300,23.5,0
20120715,0,23.8,0
20120715,100,23.7,0
20120715,200,23.4,0
20120715,300,22.7,0
20120715,400,22.4,0
20120715,500,21.6,0
20120715,600,21.3,0
20120715,700,23.4,0
20120715,800,26.1,0
20120715,900,27.4,0
20120715,1000,29.3,0
20120715,1100,29.8,0
20120715,1200,31,0
20120715,1300,31.4,0
20120715,1400,31.7,0
20120715,1500,32,0
20120715,1600,32.2,0
20120715,1700,32,0
20120715,1800,31.2,0
20120715,1900,30.1,0
20120715,2000,28.3,0
20120715,2100,26,0
20120715,2200,25.9,0
20120715,2300,25.5,0
20120716,0,25.1,0
20120716,100,24.2,0
20120716,200,23.4,0
20120716,300,23.3,0
20120716,400,22.6,0
20120716,500,22.8,0
20120716,600,22.9,0
20120716,700,23.4,0
20120716,800,23.8,0
20120716,900,26.6,0
20120716,1000,28,0
20120716,1100,30.5,0
20120716,1200,31,0
20120716,1300,31.8,0
20120716,1400,31.9,0
20120716,1500,32.6,0
20120716,1600,33.1,0
20120716,1700,32.7,0
20120716,1800,30.5,0
20120716,1900,29.2,0
20120716,2000,27.8,0
20120716,2100,26.7,0.5
20120716,2200,25.1,0
20120716,2300,23.6,0
20120717,0,23.5,0
20120717,100,23.4,0
20120717,200,23.2,0
20120717,300,22.3,0
20120717,400,22.1,0
20120717,500,21.5,0
20120717,600,21.1,0
20120717,700,23.7,0
20120717,800,26,0
20120717,900,27.6,0
20120717,1000,29.3,0
20120717,1100,30.6,0
20120717,1200,31.4,0
20120717,1300,33.2,0
20120717,1400,33.5,0
20120717,1500,33.4,0
20120717,1600,31.9,0
20120717,1700,33.1,0
20120717,1800,33.1,0
20120717,1900,30.9,0
20120717,2000,28.9,0
20120717,2100,28.7,0
20120717,2200,27.8,0
20120717,2300,26.4,0
20120718,0,25.7,0
20120718,100,24.9,0
20120718,200,24,0
20120718,300,23.1,0
20120718,400,22.5,0
20120718,500,22.2,0
20120718,600,22.1,0
20120718,700,24.4,0
20120718,800,26.7,0
20120718,900,28.8,0
20120718,1000,30.4,0
20120718,1100,31.9,0
20120718,1200,32.7,0
20120718,1300,33.3,0
20120718,1400,33.5,0
20120718,1500,33.8,0
20120718,1600,33.9,0
20120718,1700,33.3,0
20120718,1800,33,0
20120718,1900,31.5,0
20120718,2000,30.3,0
20120718,2100,28.9,0
20120718,2200,27.6,0
20120718,2300,27.1,0
20120719,0,25.8,0
20120719,100,25.2,0
20120719,200,24.7,0
20120719,300,24.5,0
20120719,400,23.9,0
20120719,500,23.2,0
20120719,600,23,0
20120719,700,24.4,0
20120719,800,26.1,0
20120719,900,27.9,0
20120719,1000,29.8,0
20120719,1100,31.5,0
20120719,1200,32.1,0
20120719,1300,32.5,0
20120719,1400,33.1,0
20120719,1500,33,0
20120719,1600,33.5,0
20120719,1700,33.3,0
20120719,1800,28.3,0
20120719,1900,26.9,0
20120719,2000,26.7,0
20120719,2100,25.4,0
20120719,2200,25.3,0
20120719,2300,24.6,0
20120720,0,23.8,0
20120720,100,23.6,0
20120720,200,23.2,0
20120720,300,23.1,0
20120720,400,22.5,0
20120720,500,22.6,0
20120720,600,22.3,0
20120720,700,23.6,0
20120720,800,24.9,0
20120720,900,26.2,0
20120720,1000,26.7,0
20120720,1100,27.8,0
20120720,1200,29.7,0
20120720,1300,30.8,0
20120720,1400,31.8,0
20120720,1500,32,0
20120720,1600,30.6,0
20120720,1700,26.3,0
20120720,1800,24.1,0.2
20120720,1900,23.7,0
20120720,2000,23.4,1.8
20120720,2100,22.9,0.8
20120720,2200,22.6,0
20120720,2300,22.5,0
20120721,0,22.5,0
20120721,100,22.4,0
20120721,200,22.4,0
20120721,300,22.3,0
20120721,400,22.3,0
